City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
151,sibiti,-3.6819,13.3499,294.74,96,100,0.82,CG,1676772179
152,pyra,56.2953,43.3527,262.99,100,100,2.22,RU,1676772179
153,miguel hidalgo,19.4225,-99.2028,292.83,41,0,2.06,MX,1676772180
154,mount darwin,-16.7725,31.5838,290.67,95,100,0.87,ZW,1676772180
155,chuy,-33.6971,-53.4616,286.27,56,0,2.81,UY,1676772180
156,cabinda,-5.55,12.2,299.6,88,100,3.22,AO,1676772181
157,moree,-29.4667,149.85,306.79,33,26,2.58,AU,1676772182
158,mushie,-3.0167,16.9,296.66,78,100,0.22,CD,1676772183
159,catamarca,-28.4696,-65.7852,290.8,60,70,3.58,AR,1676772086
160,champerico,14.3,-91.9167,298.93,75,0,2.65,GT,1676772184
161,beatrice,40.2681,-96.747,279.92,52,0,7.2,US,1676772186
162,bengkulu,-3.8004,102.2655,300.51,74,95,0.68,ID,1676772188
163,broome,42.2506,-75.833,274.74,59,0,4.12,US,1676772189
164,bandarbeyla,9.4942,50.8122,296.32,79,4,7.78,SO,1676772190
165,imst,47.2684,10.6698,272.74,91,94,2.27,AT,1676772191
166,wuxi,31.5689,120.2886,282.03,66,100,4.72,CN,1676772191
167,maningrida,-12.0667,134.2667,303.67,62,100,3.09,AU,1676772193
168,ukwa,21.9667,80.4667,289.58,43,0,1.22,IN,1676772193
169,alexandria,31.2156,29.9553,284.45,69,3,3.69,EG,1676772135
170,iqaluit,63.7506,-68.5145,236.0,67,0,5.14,CA,1676772025
171,tuktoyaktuk,69.4541,-133.0374,241.15,75,20,5.14,CA,1676772195
172,ahipara,-35.1667,173.1667,294.63,62,23,2.43,NZ,1676772195
173,aklavik,68.2191,-135.0107,250.18,97,100,4.52,CA,1676772196
174,canon city,38.441,-105.2424,282.24,25,0,10.29,US,1676772196
175,port macquarie,-31.4333,152.9167,303.09,57,65,5.05,AU,1676772197
176,myitkyina,25.3833,97.4,293.42,41,80,0.76,MM,1676772198
177,suratgarh,29.3167,73.9,292.24,23,9,2.5,IN,1676772198
178,port blair,11.6667,92.75,297.17,94,20,0.0,IN,1676772198
179,tambo grande,-4.9269,-80.3447,301.0,63,96,2.17,PE,1676772199
180,batticaloa,7.7102,81.6924,299.23,80,88,4.46,LK,1676772200
181,camacha,33.0833,-16.3333,287.83,77,20,5.14,PT,1676772202
182,homer,59.6425,-151.5483,275.24,94,100,1.32,US,1676772204
183,chengde,40.9725,117.9361,270.82,55,1,2.4,CN,1676772204
184,petropavlovsk-kamchatskiy,53.0452,158.6483,261.48,48,40,4.0,RU,1676772205
185,pacific grove,36.6177,-121.9166,287.42,71,0,1.34,US,1676772011
186,lucapa,-8.4192,20.7447,291.32,89,100,0.96,AO,1676772207
187,altay,47.8667,88.1167,261.66,51,10,2.47,CN,1676772208
188,agadez,19.75,10.25,285.87,23,0,4.53,NE,1676772209
189,gizo,-8.103,156.8419,302.22,63,79,1.58,SB,1676772210
190,fuente de oro,3.4594,-73.6128,298.64,48,77,1.94,CO,1676772211
191,road town,18.4167,-64.6167,297.17,73,40,5.66,VG,1676772049
192,east london,-33.0153,27.9116,293.53,87,29,1.64,ZA,1676772212
193,la rioja,42.25,-2.5,271.03,74,21,1.21,ES,1676772212
194,la palma,33.8464,-118.0467,290.3,43,0,4.63,US,1676772213
195,marovoay,-16.1,46.6333,297.07,98,100,0.75,MG,1676772213
196,kuryk,43.2,51.65,277.37,87,97,5.33,KZ,1676772214
197,fairbanks,64.8378,-147.7164,262.64,83,100,0.97,US,1676772210
198,biak,-0.9131,122.8766,301.95,66,38,0.72,ID,1676772214
199,aswan,24.0934,32.907,286.76,41,0,2.57,EG,1676772216
200,mariinsk,56.2139,87.7472,265.43,86,57,4.76,RU,1676772216
201,tasiilaq,65.6145,-37.6368,268.24,92,100,14.94,GL,1676772216
202,castro,-24.7911,-50.0119,286.41,97,100,4.64,BR,1676772217
203,maroon town,18.3446,-77.7954,295.15,92,2,2.49,JM,1676772218
204,ostrovnoy,68.0531,39.5131,268.32,85,100,9.38,RU,1676772219
205,emerald,-23.5333,148.1667,305.01,45,100,3.57,AU,1676772220
206,saint anthony,45.0205,-93.218,274.93,81,100,3.6,US,1676772222
207,saurimo,-9.6608,20.3916,291.36,99,100,1.48,AO,1676772223
208,kargasok,59.0556,80.8572,260.65,96,100,2.44,RU,1676772224
209,sur,22.5667,59.5289,295.28,69,64,3.13,OM,1676772224
210,hit,33.6416,42.8251,280.93,41,0,1.42,IQ,1676772225
211,kangaatsiaq,68.3065,-53.4641,257.65,98,100,3.51,GL,1676772225
212,port arthur,38.8,121.2667,275.27,51,0,9.29,CN,1676772226
213,sitka,57.0531,-135.33,277.09,87,100,3.09,US,1676772226
214,neiafu,-18.65,-173.9833,302.53,79,40,1.03,TO,1676772227
215,sapa,5.1544,120.3241,300.9,76,56,2.63,PH,1676772227
216,baruun-urt,46.6806,113.2792,260.12,65,0,6.84,MN,1676772228
217,ilulissat,69.2167,-51.1,271.16,46,75,9.26,GL,1676772229
218,ribeira grande,38.5167,-28.7,288.58,87,94,2.24,PT,1676772229
219,colomiers,43.6167,1.35,280.58,87,0,2.06,FR,1676772230
220,svecha,58.2785,47.5164,252.42,100,100,2.38,RU,1676772230
221,arlit,18.7369,7.3853,288.34,20,0,2.2,NE,1676772231
222,namibe,-15.1961,12.1522,293.39,72,100,2.7,AO,1676772231
223,tateyama,34.9833,139.8667,291.54,79,55,18.94,JP,1676772232
224,enniscorthy,52.5008,-6.5578,281.94,89,78,3.87,IE,1676772232
225,lukulu,-14.3707,23.242,290.5,90,100,2.74,ZM,1676772233
226,tiarei,-17.5333,-149.3333,303.16,73,9,3.84,PF,1676772233
227,college,64.8569,-147.8028,263.14,85,100,0.0,US,1676772003
228,tuatapere,-46.1333,167.6833,288.4,91,95,4.98,NZ,1676772234
229,lieksa,63.3167,30.0167,266.74,90,100,5.08,FI,1676772235
230,avsyunino,55.5652,39.1232,263.57,92,100,4.1,RU,1676772235
231,faanui,-16.4833,-151.75,301.25,67,1,3.92,PF,1676772236
232,grimshaw,56.1834,-117.6027,257.94,78,100,2.06,CA,1676772237
233,atambua,-9.1061,124.8925,300.57,71,99,0.89,ID,1676772238
234,jacqueville,5.2052,-4.4146,300.04,84,45,3.27,CI,1676772238
235,bambous virieux,-20.3428,57.7575,297.71,94,75,1.03,MU,1676772239
236,mao,39.8885,4.2658,281.46,93,0,2.06,ES,1676772240
237,eucaliptus,-17.5833,-67.5167,281.69,72,100,3.27,BO,1676772240
238,itarema,-2.9248,-39.9167,298.0,90,100,4.29,BR,1676772241
239,san miguel el alto,21.0167,-102.35,291.58,29,0,0.46,MX,1676772242
240,mersing,2.4312,103.8405,300.1,83,20,5.14,MY,1676772243
241,zabol,32.25,67.25,281.24,55,71,2.3,AF,1676772244
242,fengcheng,40.4536,124.0717,272.23,43,0,4.2,CN,1676772245
243,san patricio,28.017,-97.5169,288.06,74,100,4.24,US,1676772245
244,hami,42.8,93.45,272.84,24,100,0.83,CN,1676772246
245,ossora,59.2353,163.0719,255.45,76,99,1.37,RU,1676772246
246,ormara,25.2088,64.6357,297.14,51,16,4.23,PK,1676772247
247,aleksandrov gay,50.147,48.5704,264.72,95,100,6.93,RU,1676772248
248,norman wells,65.282,-126.8329,250.17,70,75,3.09,CA,1676772248
249,sarab,38.6066,44.9883,272.77,40,0,1.03,IR,1676772249
250,hofn,64.2539,-15.2082,275.88,94,100,3.84,IS,1676772249
251,zaysan,47.4667,84.8667,261.54,74,99,1.44,KZ,1676772250
252,cabra,37.4725,-4.4421,283.95,63,98,1.97,ES,1676772251
253,betul,21.9153,77.8961,290.19,38,0,1.05,IN,1676772252
254,henties bay,-22.116,14.2845,291.22,81,88,2.44,NA,1676772253
255,sa kaeo,13.75,102.3333,303.16,36,48,3.04,TH,1676772113
256,meiktila,20.8667,95.8667,298.11,35,0,1.98,MM,1676772255
257,botucatu,-22.8858,-48.445,289.09,93,97,5.6,BR,1676772257
258,faya,18.3851,42.4509,283.21,75,2,0.67,SA,1676772259
259,boda,4.3189,17.4695,295.04,27,27,1.94,CF,1676772259
260,saint-georges,12.0564,-61.7485,297.97,78,20,6.17,GD,1676772260
261,pochutla,15.7432,-96.4661,297.19,65,5,1.38,MX,1676772261
262,longyearbyen,78.2186,15.6401,260.06,61,40,5.66,SJ,1676772262
263,port-cartier,50.0334,-66.8654,261.97,94,68,3.0,CA,1676772104
264,havoysund,70.9963,24.6622,273.28,97,100,1.06,NO,1676772263
265,muros,42.7762,-9.0603,279.64,81,0,2.74,ES,1676772264
266,jinsha,32.0898,121.0735,281.48,74,89,7.24,CN,1676772265
267,zabaykalsk,49.6333,117.3167,255.52,93,46,4.17,RU,1676772265
268,pedernales,18.0384,-71.744,297.55,69,2,0.95,DO,1676772266
269,mandalgovi,45.7625,106.2708,264.9,49,0,2.07,MN,1676772267
270,krasnoarmeysk,51.0239,45.6969,264.23,96,100,5.11,RU,1676772267
271,saint-leu,-21.15,55.2833,297.63,89,52,0.49,RE,1676772268
272,trelew,-43.249,-65.3051,292.35,41,100,9.65,AR,1676772269
273,atar,20.5169,-13.0499,297.99,17,100,3.77,MR,1676772270
274,saint-francois,46.4154,3.9054,280.75,93,99,1.3,FR,1676772271
275,kalangala,-0.3089,32.225,294.79,50,83,4.33,UG,1676772271
276,sokolo,14.7328,-6.1219,297.05,14,22,4.35,ML,1676772272
277,tapejara,-28.0681,-52.0139,284.74,44,66,3.71,BR,1676772274
278,yulara,-25.2406,130.9889,307.29,23,0,11.18,AU,1676772108
279,ust-ordynskiy,52.805,104.7508,251.93,99,100,0.78,RU,1676772275
280,richards bay,-28.783,32.0377,295.16,93,68,2.16,ZA,1676772275
281,andra,62.5147,65.8878,248.82,100,100,1.49,RU,1676772276
282,beidao,34.5686,105.8933,275.09,31,90,0.17,CN,1676772277
283,sulina,45.1559,29.6536,281.45,83,100,5.49,RO,1676772277
284,muisne,0.6,-80.0333,298.07,89,95,2.13,EC,1676772278
285,qaqortoq,60.7167,-46.0333,267.95,96,100,5.58,GL,1676772279
286,ixtapa,20.7,-105.2,296.61,88,0,1.54,MX,1676772279
287,havelock,34.8791,-76.9013,279.78,79,0,3.09,US,1676772020
288,mecca,21.4267,39.8261,295.06,62,11,0.84,SA,1676772280
289,dauriya,49.9333,116.8667,254.89,92,51,3.48,RU,1676772280
290,grand gaube,-20.0064,57.6608,297.8,84,55,0.45,MU,1676772281
291,gorontalo,0.5412,123.0595,304.92,59,20,1.33,ID,1676772281
292,defiance,41.3334,-84.45,276.29,65,0,5.14,US,1676772282
293,kirakira,-10.4544,161.9205,301.95,73,97,1.32,SB,1676772282
294,mar del plata,-38.0023,-57.5575,289.75,78,0,4.92,AR,1676772283
295,sept-iles,50.2001,-66.3821,262.15,71,75,2.06,CA,1676772097
296,biltine,14.5333,20.9167,290.19,19,4,8.23,TD,1676772283
297,verkhneyarkeyevo,55.4505,54.3145,250.68,100,99,2.38,RU,1676772284
298,sorland,67.667,12.6934,276.07,74,50,7.07,NO,1676772284
299,yatsushiro,32.5,130.6,287.37,93,100,5.25,JP,1676772284
300,inirida,3.8653,-67.9239,297.61,72,25,0.66,CO,1676772284
301,maceio,-9.6658,-35.7353,297.84,88,20,0.51,BR,1676772018
302,ewa beach,21.3156,-158.0072,299.12,78,20,6.71,US,1676772285
303,buraydah,26.326,43.975,282.4,27,87,3.22,SA,1676772285
304,erenhot,43.6475,111.9767,266.46,41,0,5.33,CN,1676772286
305,isangel,-19.55,169.2667,301.59,59,0,6.31,VU,1676772286
306,sao lourenco do sul,-31.3653,-51.9783,289.1,41,1,2.44,BR,1676772286
307,karratha,-20.7377,116.8463,306.52,45,27,3.82,AU,1676772287
308,nuuk,64.1835,-51.7216,270.86,86,100,1.79,GL,1676772287
309,shahr-e babak,30.1165,55.1186,279.11,52,70,1.27,IR,1676772287
310,sao joao da barra,-21.6403,-41.0511,298.04,89,98,6.65,BR,1676772288
311,sorong,-0.8833,131.25,299.92,78,100,3.6,ID,1676772288
312,pindiga,9.9833,10.9333,292.19,23,4,4.89,NG,1676772289
313,preobrazheniye,42.9019,133.9064,270.8,90,100,1.98,RU,1676772289
314,omsukchan,62.5333,155.8,244.29,92,100,2.31,RU,1676772290
315,erzurum,40.0,41.5,265.97,93,100,2.76,TR,1676772290
316,strezhevoy,60.7333,77.5889,258.86,96,100,1.68,RU,1676772291
317,victoria,22.2855,114.1577,296.07,80,96,1.79,HK,1676772044
318,ponta pora,-22.5361,-55.7256,285.61,75,39,2.18,BR,1676772292
319,bubaque,11.2833,-15.8333,296.21,72,94,4.91,GW,1676772292
320,laguna,38.421,-121.4238,286.27,38,0,2.06,US,1676772293
321,tikapur,28.5,81.1333,290.12,56,0,1.39,NP,1676772293
322,makungu,-8.7333,35.2833,290.83,99,99,1.32,TZ,1676772294
323,warrington,53.3925,-2.5802,282.77,83,100,8.23,GB,1676772294
324,ambon,-3.6954,128.1814,300.23,89,40,1.03,ID,1676772294
325,walvis bay,-22.9575,14.5053,290.68,77,46,2.06,NA,1676772295
326,souillac,-20.5167,57.5167,297.36,94,75,1.03,MU,1676772295
327,batagay-alyta,67.8006,130.4114,240.94,95,42,1.59,RU,1676772295
328,mongo,12.1844,18.693,292.98,16,0,3.35,TD,1676772296
329,rawson,-43.3002,-65.1023,291.52,48,100,10.45,AR,1676772101
330,simpang,-1.2667,104.0833,301.09,75,77,2.58,ID,1676772297
331,oranjemund,-28.55,16.4333,291.68,79,100,1.53,NA,1676772298
332,butembo,0.15,29.2833,288.06,52,46,1.04,CD,1676772298
333,talsi,57.2456,22.5814,272.98,78,16,5.96,LV,1676772299
334,bara,10.3744,10.7288,291.51,25,1,3.58,NG,1676772300
335,new glasgow,45.5834,-62.6486,266.36,85,100,3.09,CA,1676772043
336,loyga,61.0784,44.6075,252.49,100,95,1.91,RU,1676772301
337,komsomolskiy,40.4272,71.7189,278.55,87,75,0.0,UZ,1676772302
338,lagoa,39.05,-27.9833,287.24,82,11,3.91,PT,1676772302
339,paamiut,61.994,-49.6678,269.05,89,100,14.58,GL,1676772303
340,jiguani,20.3667,-76.4272,296.03,80,0,3.81,CU,1676772305
341,severnyy,50.677,36.5532,274.17,93,100,5.0,RU,1676772306
342,saint-augustin,51.226,-58.6502,259.5,87,100,3.45,CA,1676772306
343,kotelnich,58.3089,48.348,250.62,100,99,1.62,RU,1676772310
344,dhali,10.5,77.1667,293.11,53,5,1.17,IN,1676772311
345,deputatskiy,69.3,139.9,237.1,90,81,1.58,RU,1676772313
346,yatou,37.15,122.3833,276.02,49,15,8.09,CN,1676772314
347,rocha,-34.4833,-54.3333,285.02,56,0,1.81,UY,1676772146
348,araguaina,-7.1911,-48.2072,296.29,93,100,0.94,BR,1676772314
349,kamenka,51.3223,42.7678,266.31,95,100,4.81,RU,1676772315
350,korla,41.7597,86.1469,272.31,75,100,1.15,CN,1676772315
